"oldfwhm","newfwhm"
8.1384740201026,3.84213011282993
7.95771394749619,4.05820579002074
6.30499752091377,3.89896239213405
7.72524744839125,4.07485994715125
7.56935076525133,4.16041221901463
6.89590424173103,4.00575837168388
7.64843667621274,3.86037384654219
7.72904904375996,4.03760063397837
7.94865608658236,4.12774311847465
8.03989704447844,4.08275401648832
8.82005477766809,4.37586688843865
8.20731199392559,3.81424889150067
8.38882004674262,4.29852035179893
6.91423041989739,3.94028139991946
6.63931383498953,3.86392900364541
7.03929499744178,3.99606154127802
7.42526822188641,4.12158094372138
7.00919163622132,4.32113997104134
7.13303427196677,3.91100870920935
7.97669981809927,4.10913477470274
7.55301639429761,4.01182216290744
6.91914264632688,3.92571601054232
6.78931371413763,4.03467580423629
7.71978664159731,4.02140532532965
7.89410385436357,4.11449320201248
7.28531045035276,3.58342157381189
7.87341112583819,4.03823419546575
7.71932217391726,3.97150421697187
8.2733622736371,4.22371542663363
8.02407008529614,4.09020071498665
7.59009311198401,4.71047433922669
7.62513953652159,4.25771513153272
6.85869964246629,4.16541092702714
7.436899488615,3.75466484201412
7.5505067014932,4.20499593721348
7.89206264299564,3.88150522768574
7.74496853173198,3.95299722895836
7.76287739561646,4.36624368815473
7.9974354334739,4.01797635075374
8.14519629997845,4.12297976227885
7.38730182005325,4.08209477616665
7.96407319065272,4.01502298137944
7.63522523933707,4.23134623155602
7.54341242166012,4.21478410227523
7.88587072555301,3.97144788210803
6.62972014852402,3.99083762956785
7.73823971968854,4.08784079473794
7.72522140717504,3.90921083032183
8.23148446365759,4.18992757268956
6.817964794845,3.70057490249809
7.81644136124726,4.36125560794355
7.52601534934822,3.97832541361672
8.11277499318446,4.42276866620304
8.04183627959713,4.21030917727627
7.44532213615441,3.9759713539565
8.2220024134745,4.29067157368638
7.40309629445399,4.0746504819723
8.06394319239518,4.16870101191743
8.01607869237882,4.05426916586403
7.62031276478792,4.04949362791834
7.87156632096504,4.08744095015356
7.88209680075141,4.06813850571938
8.02705033150558,4.26322313636747
8.19098998900626,4.40150942263298
7.21087396319324,4.04124399127792
7.67871520527587,3.70494938276848
8.3087139011977,4.91930089996839
7.83417547965525,4.05575717964827
7.36694237527126,4.1052985258975
7.05505771986251,3.95983852406473
6.94853166846324,3.86382327627646
7.28257513596381,4.06352647075431
6.65025521485429,4.12530183787192
8.00546933484735,4.30199414315369
8.46175245299722,3.94616408905649
7.83898171983672,4.28661959428626
7.19714969736765,4.13123958636714
8.08625027041085,3.98343811546547
6.39508879435973,3.8785788726746
7.77062911314601,3.85394549381897
8.1336667977473,4.11906974185623
8.47382806181229,4.25511199217984
6.8256306473948,4.06702225857822
7.51521914116445,3.98899343707865
7.78925386821609,4.00450077855564
8.15453694599883,4.046124763782
7.42647517842737,4.19072865639295
7.75973125482275,4.07940825922085
8.35652191417861,4.32638166524246
7.86725934617507,4.06789844705548
7.27779762032388,4.10978732676937
7.77821897541093,4.19478902940734
8.33631623630345,4.01634786070367
7.98304747421674,3.95653786355152
6.89482543907776,3.89803721164349
7.65932810830148,4.17991888281472
7.65461968953171,4.10469265045781
7.50436340970775,4.10252908483599
8.19085845718783,4.14311473994498
8.12203169661943,4.59890578270861
7.36432587734253,3.9419201008644
7.16850695443454,3.98486632954334
7.96954554677647,4.15347926145642
8.26813926531976,4.06820701112484
6.71898654996323,3.77029496763443
7.67164236799796,4.05418609997804
7.76584697125656,4.59387688383817
7.00858671408868,3.84824796757128
8.11090042841689,4.07461686144406
